"[ref]"	"[name]"	"[name_short]"	"[old_name]"	"[branch]"	"iesec:level"	"_data_flag"
303888	"Galas National High School"	""		""	"3"	"maPaaralan"
303746	"Galingon National High School – Annex"	""		"Tampilisan National High School"	"3"	"maPaaralan"
314309	"Gango National High School"	""		""	"3"	"maPaaralan"
314116	"Gatas National High School"	""		""	"3"	"maPaaralan"
303831	"Gaulan National High School"	""	"Diplahan National High School – Gaulan Annex"	""	"3"	"maPaaralan"
314604	"Geras Integrated School"	""		""	"0-3"	"maPaaralan"
303684	"Godod National High School"	""		""	"3"	"maPaaralan"
314115	"Godod National High School Extension – Sianan"	""		"Godod National High School"	"3"	"maPaaralan"
314210	"Gubaan National High School – Annex"	""		"Commonwealth National High School"	"3"	"maPaaralan"
303777	"Guinicolalay National High School"	""		""	"3"	"maPaaralan"
314259	"Guinicolalay National High School – Tarakan Extension"	""		""	"3"	"maPaaralan"
303832	"Guinoman National High School"	""	"Diplahan National High School – Guinoman Annex"	""	"3"	"maPaaralan"
303836	"Guintolan National High School"	""		""	"3"	"maPaaralan"
303862	"Guintoloan National High School"	""	"Santa Clara National High School – Guintoloan Annex"	""	"3"	"maPaaralan"
303778	"Guipos National High School"	""		""	"3"	"maPaaralan"
303889	"Gulayon Integrated School"	""	"Gulayon Elementary School"	""	"0-3"	"maPaaralan"
314207	"Guling National High School"	""		""	"3"	"maPaaralan"
303732	"Gunyan National High School – Annex"	""		"Siayan National High School"	"3"	"maPaaralan"
303686	"Gutalac National High School"	""		""	"3"	"maPaaralan"
303687	"Gutalac National High School Annex – Canuto Enerio"	""		"Gutalac National High School"	"3"	"maPaaralan"
303688	"Gutalac National High School Annex – Mamawan"	""		"Gutalac National High School"	"3"	"maPaaralan"
314124	"Gutalac National High School Extension – Panganuran"	""		"Gutalac National High School"	"3"	"maPaaralan"
314121	"Gutalac National High School Extension – San Juan"	""		"Gutalac National High School"	"3"	"maPaaralan"
314122	"Gutalac National High School Extension – Tipan"	""		"Gutalac National High School"	"3"	"maPaaralan"
314205	"Ignacio Garrata National High School"	""		""	"3"	"maPaaralan"
303881	"Ilaya National High School"	""		""	"3"	"maPaaralan"
303837	"Imelda National High School"	""		""	"3"	"maPaaralan"
303838	"Ipil National High School"	""		""	"3"	"maPaaralan"
314601	"Isabela City National High School"	""		""	"3"	"maPaaralan"
303752	"Jesus A. Ramos National High School"	""		""	"3"	"maPaaralan"
303779	"Juan Lumosad Memorial National High School"	""	"Mahayahay National High School"	""	"3"	"maPaaralan"
314212	"Juan Lumosad Memorial National High School – Monte Alegre Annex"	""	"Monte Alegre Integrated School"	""	"3"	"maPaaralan"
303781	"Judge Edmundo Pinga National High School"	""		""	"3"	"maPaaralan"
303689	"Julian Soriano Memorial Comprehensive High School"	""	"JOSE Rizal Memorial State College"	""	"3"	"maPaaralan"
303839	"Kabasalan National High School"	""		""	"3"	"maPaaralan"
303840	"Kabasalan Science and Technology High School"	""	"Kabasalan National Vocational School"	""	"3"	"maPaaralan"
303782	"Kabatan National High School"	""		""	"3"	"maPaaralan"
303690	"Kalawit National High School"	""		""	"3"	"maPaaralan"
303692	"Kalawit National High School Annex – Pianon"	""		"Kalawit National High School"	"3"	"maPaaralan"
303693	"Kalawit National High School Annex – Tugop"	""		"Kalawit National High School"	"3"	"maPaaralan"
314125	"Kalawit National High School Extension – Paraiso"	""		"Kalawit National High School"	"3"	"maPaaralan"
303783	"Kalian National High School"	""		""	"3"	"maPaaralan"
303694	"Kanim National High School"	""		""	"3"	"maPaaralan"
303871	"Kasigpitan National High School"	""		""	"3"	"maPaaralan"
303696	"Katipunan National High School"	""		""	"3"	"maPaaralan"
303697	"Katipunan National High School Annex – Basagan"	""		"Katipunan National High School"	"3"	"maPaaralan"
303701	"Katipunan National High School Annex – Sinuyak"	""		"Katipunan National High School"	"3"	"maPaaralan"
303702	"Katipunan National High School Annex – Sitog"	""		"Katipunan National High School"	"3"	"maPaaralan"
314211	"Kauswagan National High School – Annex"	""		"Commonwealth National High School"	"3"	"maPaaralan"
303841	"Kawayan National High School"	""		""	"3"	"maPaaralan"
303703	"Kipit Agro-Fishery National High School"	""		""	"3"	"maPaaralan"
314317	"Kipit National High School"	""		""	"3"	"maPaaralan"
314324	"Kitabog National High School"	""		""	"3"	"maPaaralan"
303784	"Kumalarang National High School"	""		""	"3"	"maPaaralan"
303899	"Kumalarang National High School"	""		""	"3"	"maPaaralan"
314248	"Kumalarang National High School – Salagmanok Extension"	""		"Kumalarang National High School"	"3"	"maPaaralan"
303842	"La Dicha National High School"	""		""	"3"	"maPaaralan"
303704	"La Libertad National High School"	""		""	"3"	"maPaaralan"
303843	"Laih-Batu National High School"	""		""	"3"	"maPaaralan"
303901	"Lala National High School"	""		""	"3"	"maPaaralan"
303705	"Langatian National High School"	""		""	"3"	"maPaaralan"
314123	"Langatian National High School Extension – Lipakan"	""		"Langatian National High School"	"3"	"maPaaralan"
303786	"Lantungan National High School"	""		""	"3"	"maPaaralan"
314308	"Laparay National High School"	""		""	"3"	"maPaaralan"
303787	"Laperian National High School"	""		""	"3"	"maPaaralan"
314111	"Lapero National High School – Annex"	""		"Dinasan National High School"	"3"	"maPaaralan"
303788	"Lapuyan National High School"	""		""	"3"	"maPaaralan"
314261	"Lapuyan National High School Extension – Maralag"	""		"Lapuyan National High School"	"3"	"maPaaralan"
314229	"Lapuyan National High School Extension – Tiguha"	""		"Lapuyan National High School"	"3"	"maPaaralan"
303764	"Laureano Salusod National High School"	""	"Buburay National High School – Laureano Salusod Annex"	""	"3"	"maPaaralan"
303790	"Legarda Dos National High School"	""		""	"3"	"maPaaralan"
303792	"Leonardo National High School"	""		""	"3"	"maPaaralan"
314241	"Libayoy National High School"	""		""	"3"	"maPaaralan"
303793	"Libertad National High School"	""		""	"3"	"maPaaralan"
303706	"Liloy National High School"	""	"Liloy Municipal High School"	""	"3"	"maPaaralan"
303926	"Limaong National High School"	""		""	"3"	"maPaaralan"
303927	"Limpapa National High School"	""		""	"3"	"maPaaralan"
303833	"Lindang National High School"	""	"Diplahan National High School – Lindang Annex"	""	"3"	"maPaaralan"
303794	"Lintugop National High School – Annex"	""		"Commonwealth National High School"	"3"	"maPaaralan"
303903	"Lison Valley National High School"	""		""	"3"	"maPaaralan"
314252	"Locuban National High School"	""		""	"3"	"maPaaralan"
303902	"Lourdes National High School"	""	"Lala National High School Annex"	""	"3"	"maPaaralan"
314802	"Lubigan National High School - Curuan Annex"	""		"Curuan National High School"	"3"	"maPaaralan"
303826	"Lutiman National High School"	""		""	"3"	"maPaaralan"
314315	"Mabuhay Agro-Industrial High School"	""	"Mabuhay Agri-Fisheries School"	""	"3"	"maPaaralan"
303852	"Mabuhay National High School"	""	"Olutanga National High School – Mabuhay Annex"	""	"3"	"maPaaralan"
314701	"Macasing National High School"	""	"Pagadian City National High School Annex"	""	"3"	"maPaaralan"
303795	"Maestro Cornelio S. Minor National High School"	""		""	"3"	"maPaaralan"
314313	"Magdaup National High School"	""		""	"3"	"maPaaralan"
303803	"Mahayag School of Arts and Trade"	""	"Mahayag National High School"	""	"3"	"maPaaralan"
303844	"Makilas National High School"	""	"Ipil Heights National High School – Makilas Annex"	""	"3"	"maPaaralan"
303873	"Malagandis National High School"	""	"Titay National High School – Malagandis Annex"	""	"3"	"maPaaralan"
303895	"Malamawi National High School"	""		""	"3"	"maPaaralan"
303845	"Malangas National High School"	""	"Malangas Barangay High School"	""	"3"	"maPaaralan"
303708	"Malayal National High School"	""		""	"3"	"maPaaralan"
314219	"Malim National High School"	""	"Concepcion National High School – Malim Extension"	""	"3"	"maPaaralan"
303867	"Malubal National High School"	""		""	"3"	"maPaaralan"
303709	"Manawan National High School"	""		""	"3"	"maPaaralan"
303904	"Manga National High School"	""		""	"3"	"maPaaralan"
303733	"Mangilay National High School"	""	"Siayan National High SchoolMangilay Annex"	""	"3"	"maPaaralan"
314806	"Mangusu Integrated School"	""	"Mangusu Elementary School"	""	"0-3"	"maPaaralan"
303928	"Manicahan National High School"	""		""	"3"	"maPaaralan"
303710	"Manukan National High School"	""		""	"3"	"maPaaralan"
303711	"Manukan National High School – Serongan Annex"	""		"Manukan National High School"	"3"	"maPaaralan"
303922	"Maria Clara L. Lobregat National High School"	""		""	"3"	"maPaaralan"
303789	"Maruing National High School"	""		""	"3"	"maPaaralan"
303712	"Marupay National High School"	""		""	"3"	"maPaaralan"
314243	"Matalang National High School"	""		""	"3"	"maPaaralan"
314104	"Matam National High School"	""		""	"3"	"maPaaralan"
314237	"Mecolong National High School"	""		""	"3"	"maPaaralan"
303929	"Mercedes National High School"	""		""	"3"	"maPaaralan"
314257	"Midsalip National High School – Buloron Extension"	""		"Midsalip National High School"	"3"	"maPaaralan"
314222	"Midsalip National High School – Golictop Extension"	""		"Midsalip National High School"	"3"	"maPaaralan"
303796	"Midsalip National High School"	""	"Midsalip Barangay High School"	""	"3"	"maPaaralan"
303847	"Milagrosa National High School"	""		""	"3"	"maPaaralan"
303848	"Minsulao National High School"	""		""	"3"	"maPaaralan"
303797	"Molave Vocational Technical School"	""	"Molave Vts"	""	"3"	"maPaaralan"
314103	"Moliton National High School – Annex"	""		"Marupay National High School"	"3"	"maPaaralan"
303865	"Monching National High School"	""	"Siay National High School – Monching Annex"	""	"3"	"maPaaralan"
314119	"Mutia National High School Extension – Alvenda"	""		"Mutia National High School"	"3"	"maPaaralan"
303713	"Mutia National High School"	""		""	"3"	"maPaaralan"
303714	"Mutia National High School Annex – Tubak"	""		"Mutia National High School"	"3"	"maPaaralan"
303849	"Naga National High School"	""		""	"3"	"maPaaralan"
303850	"Nanan National High School"	""		""	"3"	"maPaaralan"
303905	"Napolan National High School"	""		""	"3"	"maPaaralan"
303835	"Natan National High School"	""	"Ditay National High School"	""	"3"	"maPaaralan"
303798	"Navalan National High School"	""	"Navalan Barangay High School"	""	"3"	"maPaaralan"
303747	"New Dapitan National High School – Annex"	""		"Tampilisan National High School"	"3"	"maPaaralan"
303799	"New Labangan National High School"	""		""	"3"	"maPaaralan"
303800	"Nilo National High School"	""		""	"3"	"maPaaralan"
314702	"Norberta Guillar National High School"	""	"Napolan National High School – Extension"	""	"3"	"maPaaralan"
314255	"Old Mirapao National High School"	""	"Guinicolalay National High School – Old Mirapao Extension"	""	"3"	"maPaaralan"
303851	"Olutanga National High School"	""	"Olutanga Baragay High School"	""	"3"	"maPaaralan"
303882	"Oro National High School"	""		""	"3"	"maPaaralan"
303907	"Otto Lingue National High School"	""	"Pagadian City National High School Lower Sibatang Annex"	""	"3"	"maPaaralan"
303906	"Pagadian City National Comprehensive High School"	""		""	"3"	"maPaaralan"
303908	"Pagadian City National High School"	""		""	"3"	"maPaaralan"
314704	"Pagadian City Science High School"	""		""	"3"	"maPaaralan"
314321	"Palinta National High School"	""		""	"3"	"maPaaralan"
303853	"Palomoc National High School"	""	"Titay National High School – Palomoc Annex"	""	"3"	"maPaaralan"
303890	"Pamansalan Eco-Tech High School"	""		""	"3"	"maPaaralan"
303801	"Panagaan National High School"	""	"Panagaan Barangay High School"	""	"3"	"maPaaralan"
314244	"Panagaan National High School – Paraiso Extension"	""		"Panagaan National High School"	"3"	"maPaaralan"
314310	"Pantaleon Cudiera National High School"	""		""	"3"	"maPaaralan"
303805	"Panubigan National High School"	""		""	"3"	"maPaaralan"
314235	"Paquito S. Yu Memorial National High School"	""	"Dulop National High School – Lower Timonan Ext."	""	"3"	"maPaaralan"
303816	"Parasan National High School"	""	"Simata National High School – Parasan Annex"	""	"3"	"maPaaralan"
303804	"Paulino Dari National High School"	""	"Sugbay Dos National High School"	""	"3"	"maPaaralan"
314260	"Paulino Dari National High School – Punta Flecha Extension"	""		""	"3"	"maPaaralan"
303806	"Payag National High School"	""		""	"3"	"maPaaralan"
303856	"Payao National High School"	""		""	"3"	"maPaaralan"
303785	"Picanan National High School"	""	"Kumalarang National High School – Picanan Annex"	""	"3"	"maPaaralan"
303715	"Pinan National High School"	""		""	"3"	"maPaaralan"
303859	"Pioneer National High School"	""		""	"3"	"maPaaralan"
314249	"Poblacion Comprehensive National High School"	""	"Poblacion Comprehensive High School"	""	"3"	"maPaaralan"
303716	"Polanco National High School"	""		""	"3"	"maPaaralan"
303717	"Polanco National High School Annex – Sianib"	""		"Polanco National High School"	"3"	"maPaaralan"
314105	"Polanco National High School Extension – Isis"	""		"Polanco National High School"	"3"	"maPaaralan"
314110	"Polanco National High School – Lingasad Extension"	""		"Polanco National High School"	"3"	"maPaaralan"
303719	"Ponot National High School"	""		""	"3"	"maPaaralan"
314223	"Potenciano Solon Bandolon Memorial National High School – Annex"	""		"Tukuran Technical-Vocational High School"	"3"	"maPaaralan"
303883	"Potungan National High School"	""		""	"3"	"maPaaralan"
303807	"Proper Dimaya National High School"	""		""	"3"	"maPaaralan"
303891	"Punta National High School"	""		""	"3"	"maPaaralan"
303685	"Raba National High School – Annex"	""		"Godod National High School"	"3"	"maPaaralan"
303924	"Ramon Enriquez High School"	""		""	"3"	"maPaaralan"
303722	"Ramon Magsaysay National High School – Annex"	""		"Salug National High School"	"3"	"maPaaralan"
303808	"Rebokon Agricultural and Vocational High School"	""	"Rebokon National High School"	""	"3"	"maPaaralan"
314805	"Recodo National High School"	""		""	"3"	"maPaaralan"
303943	"Regional Science High School"	""		""	"3"	"maPaaralan"
303720	"Rizal National High School"	""		""	"3"	"maPaaralan"
303809	"Sagacad National High School"	""		""	"3"	"maPaaralan"
314208	"Sagucan National High School"	""		""	"3"	"maPaaralan"
314318	"Salip T. Hasim National High School"	""		""	"3"	"maPaaralan"
303810	"Saloagan National High School"	""		""	"3"	"maPaaralan"
303721	"Salug National High School"	""		""	"3"	"maPaaralan"
314118	"Saluyong National High School"	""		""	"3"	"maPaaralan"
303860	"San Antonio National High School"	""		""	"3"	"maPaaralan"
303868	"San Fernandino National High School"	""	"Surabay National High School – San Fernandino Annex"	""	"3"	"maPaaralan"
303723	"San Isidro National High School"	""		""	"3"	"maPaaralan"
303875	"San Isidro National High School"	""	"Tungawan National High School – San Isidro Annex"	""	"3"	"maPaaralan"
303724	"San Jose National High School"	""		""	"3"	"maPaaralan"
303812	"San Jose National High School"	""		""	"3"	"maPaaralan"
314233	"San Jose National High School – DCM Annex"	""		"San Jose National High School"	"3"	"maPaaralan"
303813	"San Pablo National High School"	""		""	"3"	"maPaaralan"
314250	"San Pablo National High School – Pongapong Extension"	""		"San Pablo National High School"	"3"	"maPaaralan"
314251	"San Pablo National High School – Sacbulan Extension"	""		"San Pablo National High School"	"3"	"maPaaralan"
303725	"San Pedro National High School"	""		""	"3"	"maPaaralan"
314306	"San Pedro National High School"	""	"Pioneer National High School – San Pedro Annex"	""	"3"	"maPaaralan"
303930	"Sangali National High School"	""		""	"3"	"maPaaralan"
303861	"Santa Clara National High School"	""	"Santa Clara Barangay High School"	""	"3"	"maPaaralan"
303814	"Sapa Anding Agricultural Vocational Technical School"	""	"Sapa Anding National High School"	""	"3"	"maPaaralan"
314228	"Sapa Anding National High School – Ramon Magsaysay Extension"	""		"Sapa Anding Agricultural Vocational Technical School"	"3"	"maPaaralan"
303695	"Sawang National High School"	""		""	"3"	"maPaaralan"
303726	"Sebaca National High School"	""		""	"3"	"maPaaralan"
303727	"Seres National High School"	""		""	"3"	"maPaaralan"
303728	"Sergio Osmeña National High School"	""		""	"3"	"maPaaralan"
314106	"Sergio Osmeña National High School Extension – Bagong Baguio"	""		"Sergio Osmeña National High School"	"3"	"maPaaralan"
314126	"Sergio Osmeña National High School Extension – Marapong"	""		"Sergio Osmeña National High School"	"3"	"maPaaralan"
303729	"Siari John H. Roemer National High School"	""		""	"3"	"maPaaralan"
314101	"Siay Integrated School"	""		""	"1-2"	"maPaaralan"
303864	"Siay National High School"	""		""	"3"	"maPaaralan"
303730	"Siayan National High School"	""		""	"3"	"maPaaralan"
303734	"Sibuco National High School"	""		""	"3"	"maPaaralan"
303735	"Sibuco National High School Annex – Lunday"	""		"Sibuco National High School"	"3"	"maPaaralan"
303736	"Sibuco National High School Annex – Pangian"	""		"Sibuco National High School"	"3"	"maPaaralan"
303931	"Sibulao National High School"	""		""	"3"	"maPaaralan"
303737	"Sibutad National High School"	""		""	"3"	"maPaaralan"
303892	"Sicayab National High School"	""		""	"3"	"maPaaralan"
303718	"Silawe National High School"	""		""	"3"	"maPaaralan"
303815	"Simata National High School"	""		""	"3"	"maPaaralan"
314311	"Simbol National High School"	""		""	"3"	"maPaaralan"
303738	"Sindangan National Agricultural School"	""	"Sindangan Nas"	""	"3"	"maPaaralan"
303739	"Sindangan National High School"	""		""	"3"	"maPaaralan"
303925	"Sinubong National High School"	""		""	"3"	"maPaaralan"
303932	"Sinunuc National High School"	""		""	"3"	"maPaaralan"
303740	"Siocon National High School"	""		""	"3"	"maPaaralan"
303742	"Sirawai National High School"	""		""	"3"	"maPaaralan"
303743	"Sirawai National High School Annex – Guban"	""		"Sirawai National High School"	"3"	"maPaaralan"
303744	"Sirawai National High School Annex – Piacan"	""		"Sirawai National High School"	"3"	"maPaaralan"
314304	"Sisay National High School"	""	"Tungawan National High School – Sisay Annex"	""	"3"	"maPaaralan"
303817	"Sominot National High School"	""	"Don Mariano Marcos Barangay High School"	""	"3"	"maPaaralan"
303933	"Southcom National High School"	""		""	"3"	"maPaaralan"
314323	"Santa Fe National High School"	""		""	"3"	"maPaaralan"
303912	"Santa Lucia National High School"	""	"Zamboanga del Sur National High School – Santa Lucia Annex"	""	"3"	"maPaaralan"
303741	"Santa Maria National High School"	""	"Siocon National High School Annex"	""	"3"	"maPaaralan"
314319	"Santo Rosario National High School"	""		""	"3"	"maPaaralan"
303818	"Subanen Agricultural National High School"	""		""	"3"	"maPaaralan"
303884	"Sulangon National High School"	""		""	"3"	"maPaaralan"
303863	"Sulo National High School"	""	"Santa Clara National High School – Sulo Annex"	""	"3"	"maPaaralan"
314204	"Sumalig National High School – Annex"	""		"Tambulig National High School"	"3"	"maPaaralan"
303866	"Surabay National High School"	""		""	"3"	"maPaaralan"
303768	"Tabina National High School"	""		""	"3"	"maPaaralan"
303934	"Tagasilay National High School"	""		""	"3"	"maPaaralan"
314303	"Talairan Integrated School"	""	"Diplahan National High School – Talairan Annex"	""	"0-3"	"maPaaralan"
303935	"Talisayan National High School"	""		""	"3"	"maPaaralan"
314801	"Talon-talon National High School"	""		""	"3"	"maPaaralan"
303870	"Talusan National High School"	""		""	"3"	"maPaaralan"
314307	"Tambanan National High School"	""		""	"3"	"maPaaralan"
303819	"Tambulig National High School"	""	"Ehanca"	""	"3"	"maPaaralan"
314231	"Tambulig National High School – Lower Tiparak Annex"	""		"Tambulig National High School"	"3"	"maPaaralan"
303745	"Tampilisan National High School"	""		""	"3"	"maPaaralan"
303748	"Tampilisan National High School Annex – Situbo"	""		"Tampilisan National High School"	"3"	"maPaaralan"
314221	"Tandubuay National High School"	""		""	"3"	"maPaaralan"
303898	"Tandung Ahas National High School"	""		""	"3"	"maPaaralan"
303820	"Tawagan Norte National High School"	""		""	"3"	"maPaaralan"
303909	"Tawagan Sur National High School"	""		""	"3"	"maPaaralan"
314322	"Taway National High School"	""		""	"3"	"maPaaralan"
314220	"Teniapan National High School"	""		""	"3"	"maPaaralan"
303936	"Tictapul National High School"	""		""	"3"	"maPaaralan"
303821	"Tigbao National High School"	""		""	"3"	"maPaaralan"
314312	"Timalang National High School"	""		""	"3"	"maPaaralan"
314238	"Tina National High School – Annex"	""		"Dumalinao National High School"	"3"	"maPaaralan"
303749	"Tininggaan National High School – Annex"	""		"Tampilisan National High School"	"3"	"maPaaralan"
303872	"Titay National High School"	""		""	"3"	"maPaaralan"
303937	"Tolosa National High School"	""		""	"3"	"maPaaralan"
303822	"Toribio Minor National High School"	""		""	"3"	"maPaaralan"
303938	"Tuan Datu Hadji Abdulla Nuno Memorial High School"	""	"Taluksangay National High School"	""	"3"	"maPaaralan"
303823	"Tubod National High School"	""		""	"3"	"maPaaralan"
303811	"Tukuran Technical-Vocational High School"	""	"Tukuran Comprehensive National High School"	""	"3"	"maPaaralan"
314245	"Tukuran Technical-Vocational High School – Tabuan Annex"	""		"Tukuran Technical-Vocational High School"	"3"	"maPaaralan"
314254	"Tukuran Technical-Vocational High School – Baclay Extension"	""		"Tukuran Technical-Vocational High School"	"3"	"maPaaralan"
314703	"Tulawas Integrated School"	""		""	"3"	"maPaaralan"
303874	"Tungawan National High School"	""		""	"3"	"maPaaralan"
303750	"Ubay National High School"	""		""	"3"	"maPaaralan"
303751	"Ubay National High School – Malintubuan Annex"	""		"Ubay National High School"	"3"	"maPaaralan"
314128	"Ubay National High School – Lawigan Extension"	""		"Ubay National High School"	"3"	"maPaaralan"
314501	"Upper Dicayas Integrated School"	""		""	"1-2"	"maPaaralan"
303834	"Villacastor National High School"	""	"Diplahan National High School – Villacastor Annex"	""	"3"	"maPaaralan"
303939	"Vitali National High School"	""		""	"3"	"maPaaralan"
303940	"Zamboanga City High School"	""		""	"3"	"maPaaralan"
303910	"Zamboanga del Sur National High School"	""	"Zamboanga Del Sur Provincial High School"	""	"3"	"maPaaralan"
303911	"San Pedro National High School – Annex"	""		"Zamboanga del Sur National High School"	"3"	"maPaaralan"
303913	"Zamboanga del Sur School of Arts and Trades"	""		""	"3"	"maPaaralan"
303942	"Zamboanga National High School – West"	""		""	"3"	"maPaaralan"
303893	"Zamboanga Norte National High School"	""		""	"3"	"maPaaralan"
303854	"Zamboanga Sibugay National High School"	""	"Pangi National High School"	""	"3"	"maPaaralan"
304138	"Tipanoy National High School – Annex"	""	"Tipanoy National High School"	""	"3"	"maPaaralan"
304139	"Abuno High School – Annex"	""		"Tipanoy National High School – Annex"	"3"	"maPaaralan"
304104	"Agusan National High School"	""		""	"3"	"maPaaralan"
303944	"Alae National High School"	""	"Alae Barangay High School"	""	"3"	"maPaaralan"
315002	"Alangilan Integrated School"	""		""	"3"	"maPaaralan"
315311	"Alipuaton Integrated School"	""	"Alipuaton Elementary School"	""	"3"	"maPaaralan"
304024	"Aloran Trade High School"	""	"Aloran National High School"	""	"3"	"maPaaralan"
304059	"Alubijid National Comprehensive High School"	""		""	"3"	"maPaaralan"
304022	"Andres Bersales, Sr. National High School"	""	"Pandanan National High School"	""	"3"	"maPaaralan"
304113	"Angeles Sisters National High School"	""	"Consolacion National High School"	""	"3"	"maPaaralan"
304060	"Aplaya National High School"	""		""	"3"	"maPaaralan"
315309	"Aposkahoy National High School"	""		""	"3"	"maPaaralan"
315208	"Aquino Integrated School"	""		""	"3"	"maPaaralan"
304002	"Arsenio A. Quibranza National High School – Annex"	""	"Lanao del Norte National Agro-Industrial High School"	"Teofila C. Quibranza National High School"	"3"	"maPaaralan"
304131	"BACKKISMI Comprehensive National High School – Annex"	""		"Gingoog City Comprehensive National High School"	"3"	"maPaaralan"
303945	"Bacusanon National High School"	""		""	"3"	"maPaaralan"
315301	"Bagocboc National High School"	""		""	"3"	"maPaaralan"
304129	"Bal-ason National High School"	""		""	"3"	"maPaaralan"
304025	"Baliangao School of Fisheries"	""		""	"3"	"maPaaralan"
304061	"Baliwagan National High School"	""		""	"3"	"maPaaralan"
303998	"Baloi National High School"	""	"Balo-I National High School"	""	"3"	"maPaaralan"
315401	"Balubal National High School"	""		""	"3"	"maPaaralan"
303946	"Bangcud National High School"	""		""	"3"	"maPaaralan"
304026	"Banglay National High School"	""		""	"3"	"maPaaralan"
323807	"Banlag Integrated School"	""		""	"1"	"maPaaralan"
303999	"Bansarvil National High School"	""		""	"3"	"maPaaralan"
303947	"Baungon National High School"	""		""	"3"	"maPaaralan"
314925	"Baungon National High School – Danatag Annex"	""		"Baungon National High School"	"3"	"maPaaralan"
304106	"Bayabas National High School"	""		""	"3"	"maPaaralan"
304062	"Binuangan National High School"	""		""	"3"	"maPaaralan"
304000	"Binuni-Demologan National High School"	""		""	"3"	"maPaaralan"
315209	"Bitibut Integrated School"	""		""	"3"	"maPaaralan"
304063	"Bobuntugan National High School"	""		""	"3"	"maPaaralan"
303948	"Bocboc National High School"	""		""	"3"	"maPaaralan"
314927	"Bocboc National High School - Kiara Annex"	""		"Bocboc National High School"	"3"	"maPaaralan"
303989	"Bonbon National High School"	""	"Bonbon Barangay High School"	""	"3"	"maPaaralan"
315412	"Bonbon National High School"	""		""	"3"	"maPaaralan"
304027	"Bongabong National High School"	""		""	"3"	"maPaaralan"
304028	"Bonifacio National High School"	""		""	"3"	"maPaaralan"
315004	"Bugang Integrated School"	""		""	"3"	"maPaaralan"
303949	"Bugcaon National High School"	""		""	"3"	"maPaaralan"
304107	"Bugo National High School"	""		""	"3"	"maPaaralan"
303950	"Bukidnon National High School"	""	"Bukidnon Provincial High School"	""	"3"	"maPaaralan"
314904	"Bukidnon National High School – Aglayan Annex"	""		"Bukidnon National High School"	"3"	"maPaaralan"
314914	"Bukidnon National High School – Casisang Annex"	""		"Bukidnon National High School"	"3"	"maPaaralan"
325504	"Bukidnon National High School – Dalwangan Annex"	""		"Bukidnon National High School"	"3"	"maPaaralan"
325503	"Bukidnon National High School – Imbayao Annex"	""		"Bukidnon National High School"	"3"	"maPaaralan"
314916	"Bukidnon National High School – San Jose Annex"	""		"Bukidnon National High School"	"3"	"maPaaralan"
314915	"Bukidnon National High School – Kalasungay Annex"	""		"Bukidnon National High School"	"3"	"maPaaralan"
303951	"Bukidnon National School of Home Industries"	""		""	"3"	"maPaaralan"
314911	"Bukidnon National School of Home Industries – San Miguel Annex"	""		"Bukidnon National School of Home Industries"	"3"	"maPaaralan"
304108	"Bulua National High School"	""		""	"3"	"maPaaralan"
304140	"Bunawan Agricultural High School"	""		""	"3"	"maPaaralan"
304029	"Bunga National High School"	""	"Bunga Barangay High School"	""	"3"	"maPaaralan"
325502	"Busdi Integrated School"	""		""	"3"	"maPaaralan"
304064	"Cabalantian National High School"	""	"Cabalantian Barangay High School"	""	"3"	"maPaaralan"
303952	"Cabulohan-Paradise National High School"	""		""	"3"	"maPaaralan"
314908	"Cabulohan-Paradise National High School – Townsite Annex"	""		"Cabulohan-Paradise National High School"	"3"	"maPaaralan"
304111	"Cagayan de Oro National High School"	""		""	"3"	"maPaaralan"
315403	"Cagayan de Oro National High School – Balulang Annex"	""		"Cagayan de Oro National High School"	"3"	"maPaaralan"
304164	"Calabayan National High School"	""		""	"3"	"maPaaralan"
304030	"Calamba National Comprehensive High School"	""		""	"3"	"maPaaralan"
315320	"Calubo Integrated School"	""		""	"3"	"maPaaralan"
315404	"Camaman-an National High School"	""	"Cagayan de Oro National High School – Camaman-An Annex"	""	"3"	"maPaaralan"
303990	"Camiguin National High School"	""		""	"3"	"maPaaralan"
314917	"Can-ayan Integrated School"	""	"Canayan Integrated School"	""	"3"	"maPaaralan"
304054	"Caniangan National High School"	""	"Simasay National High School"	""	"3"	"maPaaralan"
304109	"Canito-an National High School"	""		""	"3"	"maPaaralan"
315203	"Carmen Integrated School – Annex"	""	"Carmen Elementary School"	"Jimenez National Comprehensive High School"	"3"	"maPaaralan"
304112	"Carmen National High School"	""	"Cagayan de Oro National High School (Carmen"	""	"3"	"maPaaralan"
315310	"Casinglot National High School"	""		""	"3"	"maPaaralan"
304031	"Clarin National High School"	""	"Clarin Provincial High School"	""	"3"	"maPaaralan"
315703	"Cogon Integrated School"	""	"Cogon Elementary School"	""	"3"	"maPaaralan"
304065	"Cogon National High School"	""	"Cogon Barangay High School"	""	"3"	"maPaaralan"
304039	"Colambutan Bajo National High School"	""	"Kolambutan Bajo National High School"	""	"3"	"maPaaralan"
323803	"Concepcion National High School – Annex"	""		"Valencia National High School"	"3"	"maPaaralan"
304033	"Concepcion National High School"	""		""	"3"	"maPaaralan"
